Pair_ID	relatedness_score
6	2.8436651
7	3.9641967
8	2.8851557
1	3.6452334
1	3.9323843
1	1.6756483
1	2.1386905
1	1.9879929
1	2.256825
1	3.938437
2	3.9395444
2	3.8389797
2	3.8272877
2	3.8484724
2	3.818854
2	3.552667
3	3.6669683
3	3.9336367
3	2.7271361
3	4.039194
3	2.3129501
3	3.195891
3	2.9392567
3	3.761475
4	3.9092011
4	3.9737477
4	3.0178535
4	3.7328956
5	4.006842
5	3.601531
5	3.990881
5	3.7592487
5	3.9419484
5	3.9805212
5	3.8645988
6	3.735931
6	3.0607984
6	3.4762406
6	2.34266
6	3.4920514
6	3.6714802
6	3.003811
6	2.8551402
7	3.0486758
7	3.960744
7	3.9559045
7	3.940434
8	2.5762815
8	2.3937278
8	3.7681289
9	2.7574859
9	3.620724
9	3.8135061
1	3.8235252
1	3.671469
1	2.8253894
1	3.7308502
1	2.8375015
1	3.9636629
1	1.8139466
1	3.9498897
1	3.8118906
1	3.985693
1	3.584276
1	3.847751
1	3.7216635
1	1.9395479
1	1.6189562
1	1.8491794
1	3.8672047
1	3.2737184
1	2.134446
1	1.9848965
1	3.0537624
1	3.6231503
1	3.6591663
1	2.6698723
1	2.564063
1	2.40569
1	3.8502645
1	3.576038
1	3.7487106
1	3.659813
1	3.9360332
1	3.4893463
1	3.264594
1	3.8865926
1	3.860784
1	3.9330506
1	2.1514416
1	2.989524
1	2.800834
1	3.6423085
1	3.8152094
1	3.8177087
1	3.8169649
1	3.4389505
1	3.556433
1	3.667241
1	3.3419166
1	4.030657
1	3.5134737
1	3.951294
1	4.0662093
1	4.0606794
1	4.0715523
1	3.9543982
1	3.9668345
1	3.8539782
1	3.998392
1	3.3844743
1	2.8191924
1	2.4573689
1	2.7087288
2	2.9953017
2	3.9272196
2	3.8755374
2	4.033137
2	3.8758144
2	3.794984
2	3.7794719
2	3.807106
2	3.4709907
2	3.2772036
2	3.5887206
2	3.6458836
2	3.7457452
2	3.8001359
2	3.2728553
2	4.0174127
2	2.0150797
2	2.5818057
2	2.89952
2	3.6470342
2	3.8364348
2	3.8986535
2	2.5158234
2	2.8810325
2	3.5131664
2	1.7362267
2	2.3136353
2	3.1947408
2	2.9994454
2	3.8005462
2	3.8262396
2	3.791593
2	3.9212394
2	3.719676
2	3.3597064
2	3.5761905
2	3.6488814
2	3.7435765
2	3.0326238
2	3.4323578
2	4.0223684
2	2.3111956
2	3.1633892
2	3.1494088
2	3.7078032
2	3.9703236
2	3.2159593
2	3.7126694
2	3.3661275
2	3.6391795
3	4.0044017
3	3.5905728
3	3.872828
3	3.4683893
3	3.7754576
3	1.7664341
3	1.2857348
3	2.0159218
3	1.6784176
3	1.8484671
3	3.7852445
3	2.2556186
3	1.968204
3	2.51227
3	2.616887
3	2.8261695
3	4.133907
3	3.0501275
3	1.2930628
3	3.9145985
3	2.1442075
3	2.0613532
3	2.0387464
3	2.3930874
3	3.767531
3	3.898491
3	3.418458
3	2.2911615
3	3.5567565
3	2.7463427
3	3.6099067
3	3.9261804
3	3.2985518
3	3.654652
3	3.7200189
3	2.5459886
3	3.862427
3	3.919662
3	3.4381526
3	3.9543118
3	3.7958643
3	4.012206
4	2.8062382
4	3.3020978
4	3.6141424
4	2.1652648
4	2.191162
4	2.870852
4	3.9385917
4	3.506332
4	3.567645
4	3.739387
4	3.6636858
4	3.643286
4	2.0608933
4	2.9033227
4	3.7963276
4	3.5744543
4	3.9529812
4	3.117126
4	3.7513838
4	3.1070242
4	3.3871832
4	3.823113
4	4.028314
4	3.6414456
4	4.033341
4	3.1937733
4	3.6381323
4	3.7845469
4	3.553968
4	3.6973834
4	3.1389337
4	3.251102
4	2.888939
4	2.4146533
4	3.952657
4	3.739872
4	4.0511107
4	3.562698
4	3.7681217
4	3.9510112
4	3.4651365
4	3.9881573
4	3.09111
4	1.6997565
4	1.6697592
4	1.5205721
4	2.7773085
4	3.941196
4	2.326129
4	3.497847
4	3.2575989
4	3.134299
4	1.9827249
4	3.259834
4	3.7717044
4	3.8498418
5	3.299057
5	3.8769147
5	3.365132
5	2.751494
5	2.8592134
5	3.6827915
5	3.4858398
5	2.5294816
5	4.056597
5	4.016335
5	3.8885787
5	3.4467094
5	3.8215585
5	2.1939924
5	4.022369
5	3.8514202
5	2.7893968
5	2.336443
5	3.5427632
5	2.9152062
5	2.5662856
5	3.1222143
5	4.026938
5	3.7570806
5	3.3222485
5	2.7789748
5	3.3826075
5	3.753513
5	3.7538314
5	3.3771832
5	3.2779665
5	3.8657658
5	4.025075
5	3.875453
5	3.929946
5	3.6799998
5	3.917911
5	3.2469726
5	3.1852396
5	3.6062636
5	3.4005985
5	3.2590647
5	3.665904
5	3.4968452
5	3.633739
5	3.4448729
5	3.705827
5	2.2489324
5	3.7416658
5	3.6583946
5	3.3111331
5	3.6435404
5	3.8294225
5	3.7203274
5	3.458887
5	3.3577278
5	3.979487
6	3.9131205
6	3.7195044
6	1.8100928
6	1.8435446
6	1.7266201
6	2.4973722
6	3.9107165
6	3.5422246
6	3.6167831
6	3.8495717
6	3.7107863
6	2.3673675
6	3.7231774
6	3.5057554
6	4.127115
6	3.7647936
6	2.8859591
6	3.0790493
6	4.0180626
6	2.6614065
6	3.9594479
6	3.771124
6	3.906066
6	3.3338523
6	3.9998405
6	3.5627801
6	3.915973
6	3.2079144
6	3.9349325
6	3.8966591
6	3.851016
6	3.5806754
6	2.9825032
6	3.2832873
6	3.7273993
6	2.317492
6	3.5307035
6	4.014393
6	3.3474998
6	3.3455544
6	3.9241595
6	3.8833506
6	3.1554377
6	3.596003
6	3.2639616
6	3.8720198
7	3.6447983
7	3.8539534
7	3.7068257
7	3.722853
7	2.1271863
7	2.8299778
7	3.7088985
7	1.8176746
7	2.7206533
7	3.6776206
7	3.9192038
7	3.9042969
7	3.5736985
7	3.48946
7	3.3635218
7	3.8176327
7	3.841103
7	3.3817444
