Pair_ID	relatedness_score
6	3.0388913
7	2.6583958
8	2.1688743
1	4.191966
1	3.1433396
1	3.7719
1	3.7069964
1	2.1120806
1	1.5155087
1	3.603539
2	3.4640875
2	3.2341485
2	4.0442367
2	4.2280946
2	2.0169396
2	2.8262134
3	3.5147128
3	4.0179973
3	3.72884
3	3.5954254
3	3.7009246
3	4.0656996
3	2.3521333
3	3.7611198
4	3.5732758
4	4.028708
4	3.915971
4	3.4317713
5	3.829489
5	3.9070787
5	4.118555
5	3.9963634
5	3.149188
5	4.1436615
5	4.249918
6	3.5483487
6	3.1950932
6	3.4147334
6	2.67873
6	3.548468
6	3.095225
6	2.1530733
6	3.3197956
7	2.915051
7	3.9597976
7	3.711451
7	3.3008947
8	2.4708552
8	2.0422366
8	3.9349754
9	1.3547912
9	1.5385977
9	1.3371148
1	3.4305172
1	3.8746438
1	3.2886891
1	3.868761
1	3.803432
1	3.7591872
1	2.9995775
1	2.8507903
1	3.010183
1	3.9316425
1	2.4746056
1	3.977509
1	4.1796803
1	4.1282573
1	3.0074105
1	3.278001
1	3.5090218
1	2.6216326
1	3.3468304
1	4.0088096
1	3.134305
1	4.2023573
1	3.6741533
1	4.049315
1	3.5268962
1	2.5619147
1	4.0673275
1	4.1124053
1	3.6517308
1	3.5535166
1	3.8360224
1	4.089746
1	3.6540828
1	4.038223
1	3.4008012
1	4.1377897
1	3.5097742
1	3.6942286
1	3.7885468
1	4.0767107
1	3.7533333
1	3.724568
1	3.6226945
1	2.6574926
1	1.9882622
1	1.8202868
1	2.1092067
1	3.7575126
1	3.8488483
1	4.112986
1	3.947919
1	2.8952925
1	3.151466
1	2.6525562
1	2.6112916
1	3.9317343
1	3.6999888
1	3.1529636
1	3.6602259
1	3.8968778
1	4.1844206
2	2.6404727
2	4.2393255
2	4.1982503
2	3.2667677
2	4.3048096
2	4.0555253
2	3.4640274
2	3.1327548
2	2.5711715
2	1.4349077
2	2.8616538
2	3.947266
2	3.7705684
2	3.8931365
2	3.4581807
2	4.022493
2	3.0422082
2	2.7892756
2	3.762035
2	4.07744
2	3.8289595
2	4.0182514
2	2.9590983
2	4.1895256
2	2.8629737
2	1.7490056
2	3.6632419
2	3.9446354
2	3.8224928
2	4.1857576
2	3.7341728
2	4.3044157
2	3.668984
2	3.3777275
2	4.128744
2	3.5070772
2	4.195761
2	4.118049
2	3.6079142
2	2.5727572
2	4.1284957
2	3.5985537
2	3.4624715
2	2.8836226
2	2.8928843
2	3.6110406
2	3.5872147
2	2.3440735
2	3.1385221
2	3.1697712
3	2.2656991
3	3.5049539
3	3.931958
3	3.6004987
3	3.7425127
3	3.9586992
3	3.7133224
3	3.612752
3	4.0602107
3	4.114935
3	3.4041884
3	1.1642504
3	1.4182636
3	2.11266
3	3.8138862
3	3.811213
3	3.2553244
3	3.6402738
3	3.1234818
3	3.821882
3	4.079565
3	2.574884
3	3.9018414
3	2.8557901
3	3.842808
3	4.023061
3	3.8854184
3	3.8614745
3	3.3618684
3	3.2652068
3	3.9443755
3	3.9194164
3	3.840668
3	3.20743
3	3.6392875
3	3.8035634
3	3.532787
3	3.9609528
3	3.8135662
3	3.8815694
3	3.8885343
3	3.9178905
4	2.8716002
4	3.688212
4	3.832498
4	1.8066089
4	1.6480832
4	2.5643137
4	3.7221527
4	2.1738565
4	2.536854
4	3.4979026
4	3.7445803
4	3.2324944
4	2.6296291
4	3.3383079
4	3.68257
4	3.7245507
4	3.892135
4	3.5865638
4	4.132951
4	2.4794507
4	3.514799
4	3.9424703
4	3.972116
4	4.2211957
4	3.7783914
4	3.6223013
4	3.4662464
4	4.118602
4	3.2998621
4	3.1011195
4	3.7002747
4	3.3740888
4	3.1795762
4	3.0233831
4	3.4127126
4	3.5715487
4	3.584209
4	3.3743966
4	3.573092
4	3.9528813
4	4.1366606
4	3.9312725
4	3.9773445
4	3.133556
4	2.8473022
4	1.2430582
4	1.8537226
4	3.7635736
4	3.2400475
4	3.5453637
4	3.3810537
4	3.099049
4	2.9303668
4	3.7498765
4	3.7168148
4	3.6466742
5	3.6431644
5	4.0544553
5	3.6284614
5	3.3293247
5	2.3533366
5	4.077257
5	3.006339
5	3.1017575
5	3.9866552
5	4.162395
5	3.6996055
5	4.3470044
5	2.3264809
5	4.032259
5	3.9606667
5	3.6508303
5	4.0516133
5	2.8471274
5	3.7207994
5	4.2103267
5	3.7228532
5	3.223118
5	4.1736226
5	2.9948537
5	2.9806619
5	2.612658
5	2.7316327
5	3.9432878
5	3.9665525
5	3.360704
5	3.4229612
5	4.012466
5	3.896525
5	3.5156493
5	3.1772716
5	3.4146178
5	3.9511328
5	3.2909665
5	2.5599816
5	3.7030716
5	3.225595
5	3.8242407
5	3.2528512
5	3.267612
5	3.8873026
5	4.3372307
5	3.597646
5	3.9110584
5	3.3210669
5	4.235129
5	3.2684207
5	3.2780318
5	3.9646182
5	3.5635228
5	1.8982322
5	2.679
5	3.6574764
6	4.0596476
6	3.8168566
6	2.2355263
6	2.0519412
6	2.151444
6	3.0564914
6	4.229299
6	3.9624498
6	2.5127318
6	3.2265792
6	2.3708522
6	3.1383586
6	3.4008207
6	3.3686285
6	2.9998941
6	3.2533238
6	3.3811512
6	3.3400187
6	4.013502
6	3.786852
6	4.2084675
6	3.9369233
6	4.026827
6	3.5075915
6	3.9649844
6	4.0084753
6	3.303587
6	2.7187667
6	3.859295
6	3.9068904
6	3.1095555
6	4.178392
6	3.9329028
6	3.1341496
6	2.8967957
6	3.3552616
6	3.2161355
6	4.169631
6	3.911086
6	3.9473844
6	3.690753
6	3.41034
6	3.8447824
6	3.9876297
6	3.7707956
6	3.490301
7	4.3879333
7	3.2565434
7	3.410797
7	3.3505263
7	3.355952
7	3.803998
7	1.1721368
7	2.5199046
7	3.4829745
7	4.1485143
7	3.5852156
7	3.7523365
7	3.6533403
7	3.1054606
7	3.5544376
7	3.091311
7	4.2546134
7	3.9216578
7	3.8025723
7	3.5639932
7	3.6486402
7	2.7738757
7	4.2181067
7	3.2728777
7	4.27853
7	4.0230937
7	3.9380336
7	4.2434106
7	3.8182044
7	2.2121315
7	1.9359856
7	1.370729
7	4.0100503
7	3.5945048
7	2.684232
7	3.3852367
7	2.7385244
7	4.184853
7	3.636612
7	3.4263644
7	4.147551
7	3.521557
7	4.1656423
7	3.8777926
7	4.0874944
7	3.4161742
8	1.6898468
8	3.165526
8	2.981788
8	3.9308295
8	2.301
8	3.4682236
8	3.9655337
8	3.5925136
8	2.8538337
8	3.363914
8	2.8597426
8	2.199056
8	4.017516
8	3.6691337
8	3.8585513
8	3.392774
8	3.961728
8	3.748757
8	3.9030588
8	2.3883793
8	3.5012476
8	3.7863894
8	3.6590505
8	3.6123424
8	2.4977283
8	3.2883222
8	2.6614335
8	3.5433247
8	2.5193918
8	2.3642151
8	2.4230113
8	3.6167994
8	3.4780693
8	3.9271677
8	3.6966405
8	3.6803505
8	3.8340435
8	3.4586298
8	3.060249
8	4.0590177
8	2.6187093
8	2.4104722
8	2.3296604
8	3.9057252
8	3.1694455
8	3.6715713
8	3.7056487
8	3.5227175
9	4.025265
9	4.2589455
9	3.6642244
9	4.168947
9	4.164281
9	4.2691984
9	4.33985
9	4.2428412
9	4.221849
9	2.5992937
9	3.5689707
9	1.3963351
9	3.9418974
9	3.6351218
9	4.0756197
9	3.9355206
9	3.6814795
9	3.8074265
9	4.193231
9	4.2235503
9	3.7284963
9	3.9882522
9	3.8878593
9	3.9787025
9	3.0223446
9	3.7783885
9	3.7311954
9	4.120629
9	4.056651
9	3.859419
9	3.1170034
9	4.0589237
9	2.1151297
9	3.1626496
9	1.662961
9	3.127153
9	2.7359312
9	3.2462018
9	2.499146
9	3.73784
9	3.7526379
9	2.649192
9	3.051515
9	3.5667908
9	4.0191
9	3.9454796
9	2.1743948
9	2.2563972
9	3.5352917
9	2.8161457
9	3.96658
1	3.6355104
1	2.9549165
1	3.654087
1	2.6655924
1	4.0268073
1	3.988947
1	4.0227556
1	3.26677
1	3.6294537
1	3.659112
1	3.8766794
1	2.3903742
1	4.174005
1	3.0239007
1	3.9600258
1	3.0330315
1	3.9621098
1	2.4848714
1	3.65841
1	3.5591435
1	3.6779327
1	3.5585852
1	3.653879
1	3.7340794
1	3.4666142
1	3.4097943
1	4.0060835
1	3.6783826
1	3.3112607
1	3.7093759
1	3.770194
1	3.022599
1	3.7344503
1	4.286611
1	4.0307813
1	4.1260304
1	3.9890711
1	3.7449205
1	3.8532028
1	3.9788275
1	4.1660037
1	3.7266986
1	3.8158503
1	3.4460354
1	3.9523754
1	1.3878508
1	1.5394595
1	1.418871
1	3.7233102
1	3.1949687
1	3.7721748
1	1.0366797
1	1.0454248
1	0.667567
1	3.9126463
1	4.392242
1	4.2615914
1	4.0950484
1	3.405783
1	3.442558
1	3.9546344
1	3.8398554
1	3.4507742
1	3.2194698
1	3.901168
1	2.9120548
1	4.1142254
1	4.162963
1	4.1716022
1	1.2419531
1	3.032648
1	1.3765547
1	1.3497586
1	3.6462905
1	3.3384352
1	3.3599849
1	1.8737371
1	3.8176932
1	3.4931107
1	4.20022
1	4.109665
1	3.8085394
1	4.3518524
1	4.0368032
1	2.198876
1	4.4088416
1	3.4674797
1	4.2835317
1	2.7407594
1	1.9863253
1	1.5211644
1	4.1559634
1	2.3946457
1	3.1829205
1	4.207186
1	3.488007
1	3.95676
1	4.0810146
1	2.500777
1	2.9465346
1	2.8131824
1	4.0861654
1	3.9609509
1	1.51104
1	3.330698
1	4.2414923
1	3.1785398
1	4.065229
1	4.0144362
1	4.4093723
1	3.9422038
1	3.577223
1	3.3351119
1	2.1452353
1	3.643149
1	4.2131057
1	3.8487842
1	4.0077806
1	4.1071935
1	3.0506048
1	2.6200604
1	3.0683653
1	3.8391883
1	3.3376462
1	4.047038
1	3.9541428
1	3.1672616
1	3.5212553
1	2.7583454
1	3.8215318
1	3.9785876
1	4.039769
1	3.029523
1	3.704615
1	1.2171907
1	1.7725823
1	1.3673494
1	1.6621192
1	1.4364226
1	3.4703336
1	3.884653
1	3.8383784
1	3.0275729
1	1.7286232
1	3.523937
1	3.50535
1	3.0565863
1	2.4567668
1	1.8818324
1	2.8056178
1	3.2457201
1	3.7348266
1	3.4465833
1	4.0146055
1	1.6098318
1	3.1915994
1	3.7227495
1	3.000423
1	3.8929605
1	1.2604945
1	1.8958371
1	2.6742399
1	1.5443804
1	3.817069
1	3.988121
1	4.054294
1	4.1764627
1	3.4361763
1	3.8990805
1	3.933949
1	4.028538
1	3.8525896
1	2.1227639
1	3.9148722
1	3.6029282
1	3.989161
1	4.0386024
1	3.8510427
1	3.3413203
1	3.9497466
1	3.7320356
1	4.1490893
1	2.644567
1	1.601059
1	3.2862902
1	3.9562778
1	3.9674811
1	4.075962
1	3.7370892
1	4.1235156
1	3.6154773
1	4.213503
1	3.3023295
1	3.1702223
1	4.135397
1	3.0188055
1	3.7369952
1	2.4361515
1	1.528662
1	2.971924
1	1.9234364
1	3.6474643
1	1.7123978
1	3.8323612
1	3.8730965
1	1.5146847
1	3.465314
1	3.0576415
1	2.8120484
1	3.5494153
1	3.5837731
1	1.4805622
1	3.6911507
1	3.8636093
1	3.9319775
1	3.4400792
1	1.6034377
1	3.065662
1	2.108336
1	3.9205842
1	3.466945
1	3.4652762
1	2.616149
1	3.711328
1	3.0238104
