Pair_ID	relatedness_score
6	3.6435995
7	3.5890691
8	2.9035223
1	4.262072
1	4.0886483
1	3.673844
1	3.887161
1	2.801665
1	2.5405238
1	3.943085
2	3.926765
2	3.9843657
2	4.2563434
2	4.231731
2	2.5212762
2	3.7087655
3	3.864906
3	3.903899
3	4.1197333
3	3.8083847
3	4.2337265
3	4.0928063
3	3.762553
3	4.051337
4	4.1434207
4	4.1981835
4	3.82207
4	4.2002983
5	4.026172
5	3.9723473
5	4.0370483
5	3.8908427
5	3.7648156
5	3.9526153
5	4.120318
6	3.9390237
6	4.151255
6	3.9211295
6	3.461738
6	4.106045
6	3.6604245
6	3.474509
6	3.7578912
7	3.9120722
7	4.005759
7	3.8553987
7	4.018592
8	4.0407486
8	3.9281442
8	4.1985197
9	3.2421412
9	3.1633127
9	2.2023141
1	3.8836148
1	3.9566023
1	3.575425
1	3.8075893
1	3.7312315
1	3.8167276
1	3.795657
1	3.9262435
1	4.0415854
1	3.9525516
1	3.199596
1	3.849771
1	4.0549397
1	3.8321009
1	3.8997638
1	4.076261
1	3.8599155
1	3.5279708
1	3.3458738
1	4.0594954
1	4.0589347
1	3.494065
1	4.006296
1	3.502577
1	4.132596
1	3.4010947
1	3.3348806
1	4.1346393
1	3.7478936
1	4.083484
1	3.7398882
1	4.05666
1	3.6950152
1	3.9362214
1	4.0101223
1	4.1739964
1	3.7543793
1	3.428201
1	3.759931
1	4.0412855
1	3.7117815
1	3.8950155
1	3.5599673
1	3.2761967
1	3.1186593
1	2.985295
1	3.399227
1	4.1700716
1	3.9661596
1	4.145361
1	4.2054515
1	4.05071
1	3.7963226
1	3.8729355
1	3.9501235
1	4.291761
1	4.254826
1	3.3392968
1	3.1711833
1	2.8956277
1	3.3979938
2	3.9401562
2	4.1147504
2	4.16089
2	3.892112
2	4.153897
2	4.005626
2	4.2185855
2	3.9249403
2	3.3007736
2	4.1149125
2	3.4124188
2	4.145938
2	4.0953927
2	3.8330333
2	3.8315394
2	3.7643821
2	2.9509416
2	4.1337423
2	4.040532
2	3.9283624
2	4.07717
2	4.01427
2	3.7305267
2	3.9895337
2	3.9993727
2	3.860481
2	3.9776251
2	3.8921545
2	3.541343
2	4.0315685
2	4.172873
2	3.8626192
2	4.1864815
2	4.2070775
2	4.128567
2	3.978418
2	3.9624999
2	4.1410484
2	3.7281158
2	3.8441582
2	4.157458
2	3.6073704
2	3.1329753
2	2.4431083
2	3.186098
2	3.8187835
2	3.9212387
2	2.980231
2	3.918506
2	3.4607794
3	4.05326
3	3.548032
3	3.4157767
3	2.4156365
3	4.0921965
3	3.6841815
3	4.247149
3	3.9241183
3	4.1412945
3	4.128384
3	3.61999
3	3.1359382
3	2.5469477
3	3.8540123
3	3.703759
3	3.718049
3	3.9080608
3	3.8445346
3	4.112282
3	4.0340347
3	4.1811976
3	3.3191168
3	4.0274644
3	3.506683
3	4.192191
3	4.0282927
3	4.1825643
3	3.7102602
3	3.5587456
3	4.229321
3	3.8591158
3	4.1092978
3	3.6057231
3	3.9744086
3	4.1062174
3	3.3565102
3	3.7655637
3	3.965668
3	4.058216
3	3.8001287
3	3.8667283
3	3.789666
4	4.097564
4	3.6427515
4	3.8675535
4	3.883618
4	3.717378
4	3.9158428
4	4.095284
4	3.7094057
4	3.7221959
4	4.046561
4	3.9451854
4	3.9215782
4	2.9192297
4	4.0042424
4	3.90756
4	3.8273284
4	3.928776
4	3.612554
4	3.690037
4	3.432349
4	3.8019032
4	3.989762
4	3.8637507
4	3.9389498
4	4.182784
4	3.9578855
4	4.0627885
4	4.188831
4	3.7276344
4	2.373697
4	2.590136
4	3.3432138
4	3.7951791
4	3.619499
4	4.1216006
4	4.0434303
4	3.9661896
4	3.4302478
4	3.7706857
4	4.1249833
4	3.676657
4	3.5566301
4	3.252999
4	2.5717432
4	3.2833579
4	2.7000782
4	4.0873365
4	3.9313967
4	4.001615
4	3.6836092
4	3.4482238
4	3.49402
4	3.616316
4	3.977652
4	3.8765986
