Pair_ID	relatedness_score
6	3.6057324
7	3.5322614
8	3.532422
1	3.548612
1	3.547522
1	3.488943
1	3.4906707
1	3.5576315
1	3.5462976
1	3.537455
2	3.536561
2	3.5322967
2	3.5142188
2	3.5139012
2	3.5415688
2	3.5359516
3	3.5393758
3	3.560308
3	3.5607328
3	3.559957
3	3.5386662
3	3.5852933
3	3.559845
3	3.560748
4	3.5046763
4	3.5002913
4	3.5051217
4	3.5045676
5	3.5009537
5	3.5007863
5	3.5129924
5	3.5072832
5	3.5086942
5	3.5126634
5	3.501184
6	3.501031
6	3.501163
6	3.5265555
6	3.5267682
6	3.527247
6	3.5209575
6	3.5161552
6	3.5209804
7	3.5274863
7	3.5272794
7	3.5264187
7	3.5218267
8	3.5269303
8	3.5620108
8	3.5143805
9	3.5194116
9	3.5147853
9	3.50381
1	3.49818
1	3.5063663
1	3.5057235
1	3.4995408
1	3.5057344
1	3.5111022
1	3.510178
1	3.5142164
1	3.5087504
1	3.5087929
1	3.5589957
1	3.5240555
1	3.5434499
1	3.5427547
1	3.5423446
1	3.5419955
1	3.5360398
1	3.5123382
1	3.5355105
1	3.5399423
1	3.51367
1	3.5326
1	3.4995837
1	3.5328803
1	3.5184479
1	3.5002666
1	3.4985566
1	3.4939308
1	3.4863286
1	3.5003262
1	3.500053
1	3.493874
1	3.4972491
1	3.4939694
1	3.541142
1	3.512773
1	3.539452
1	3.5396914
1	3.512618
1	3.50427
1	3.5009685
1	3.5414748
1	3.5489626
1	3.5050597
1	3.5052552
1	3.5068545
1	3.5052114
1	3.5274596
1	3.5337238
1	3.5253358
1	3.5103507
1	3.5286884
1	3.52885
1	3.5288215
1	3.5288692
1	3.536683
1	3.5638504
1	3.5436444
1	3.5430179
1	3.533462
1	3.5434937
2	3.5514164
2	3.5037236
2	3.5049438
2	3.5478272
2	3.5033693
2	3.5496898
2	3.5488625
2	3.4961495
2	3.5064101
2	3.4972148
2	3.5263357
2	3.526267
2	3.528483
2	3.5147948
2	3.5030751
2	3.530748
2	3.5344868
2	3.5152583
2	3.505229
2	3.5071483
2	3.505848
2	3.5058112
2	3.506846
2	3.4971166
2	3.5054617
2	3.5055485
2	3.4971251
2	3.5877333
2	3.532381
2	3.5190167
2	3.5186849
2	3.5192084
2	3.5192676
2	3.5192761
2	3.5285687
2	3.5392208
2	3.5111704
2	3.5074358
2	3.5096807
2	3.5074744
2	3.5168915
2	3.492
2	3.532802
2	3.5327783
2	3.4938235
2	3.504879
2	3.5132256
2	3.504981
2	3.504582
2	3.5050468
3	3.540162
3	3.5397859
3	3.5363941
3	3.5128927
3	3.5883098
3	3.6129022
3	3.5165248
3	3.5867352
3	3.5868964
3	3.5868034
3	3.5810585
3	3.5103908
3	3.515039
3	3.5710063
3	3.5800204
3	3.5710363
3	3.553841
3	3.5175319
3	3.5168748
3	3.5634828
3	3.535739
3	3.5324774
3	3.5395465
3	3.5323682
3	3.5542035
3	3.548993
3	3.5191607
3	3.5539389
3	3.5541177
3	3.5192704
3	3.5246873
3	3.5246367
3	3.5242658
3	3.5183387
3	3.524629
3	3.5394044
3	3.526836
3	3.53998
3	3.5271096
3	3.5397687
3	3.5156713
3	3.5465837
4	3.5407481
4	3.6119294
4	3.4860387
4	3.4840074
4	3.5031486
4	3.4880004
4	3.572897
4	3.5043926
4	3.527339
4	3.5744128
4	3.5726166
4	3.5039763
4	3.5493321
4	3.5440178
4	3.5379086
4	3.5149717
4	3.5145721
4	3.501885
4	3.493692
4	3.5140395
4	3.4829988
4	3.512477
4	3.4982638
4	3.5130515
4	3.5078225
4	3.4900699
4	3.5030198
4	3.5028777
4	3.5038438
4	3.4933324
4	3.508175
4	3.5149608
4	3.508018
4	3.5267391
4	3.515839
4	3.5154533
4	3.5324526
4	3.5145607
4	3.5157504
4	3.5237198
4	3.5166593
4	3.5156245
4	3.4977584
4	3.55201
4	3.5508075
4	3.550847
4	3.498961
4	3.5616655
4	3.524951
4	3.5630765
4	3.5609374
4	3.563136
4	3.569067
4	3.5536118
4	3.5510464
4	3.5523772
5	3.551499
5	3.502098
5	3.5059185
5	3.506082
5	3.547925
5	3.562385
5	3.502955
5	3.503058
5	3.4998136
5	3.5519648
5	3.5518446
5	3.566277
5	3.5519834
5	3.5816712
5	3.521678
5	3.5447235
5	3.5069642
5	3.5067682
5	3.5224113
5	3.4975648
5	3.5211883
5	3.6031923
5	3.515143
5	3.5360866
5	3.515574
5	3.537077
5	3.5677776
5	3.573173
5	3.5486736
5	3.5495095
5	3.5729184
5	3.5497923
5	3.5498958
5	3.5656676
5	3.5395331
5	3.5343218
5	3.5346637
5	3.5465865
5	3.5345569
5	3.5466943
5	3.5352502
5	3.534988
5	3.539318
5	3.5467024
5	3.5908074
5	3.5988092
5	3.5238023
5	3.5231423
5	3.564722
5	3.5976877
5	3.5245547
5	3.5536494
5	3.618301
5	3.5775905
5	3.5792737
5	3.5787225
5	3.5774589
6	3.5174003
6	3.5043564
6	3.5878024
6	3.6331725
6	3.6107736
6	3.5195155
6	3.5906825
6	3.5633159
6	3.5490675
6	3.5640426
6	3.5204825
6	3.5146728
6	3.5213685
6	3.5208755
6	3.5376678
6	3.5305538
6	3.5788074
6	3.578998
6	3.5102868
6	3.5102444
6	3.575338
6	3.4962597
6	3.5236044
