Pair_ID	relatedness_score
6	3.6304564
7	3.5669084
8	3.5675068
1	3.60002
1	3.5998893
1	3.4930308
1	3.497659
1	3.6011567
1	3.596936
1	3.556429
2	3.5557704
2	3.5420327
2	3.5403
2	3.539701
2	3.5617852
2	3.5546803
3	3.5466356
3	3.5740461
3	3.611257
3	3.6090794
3	3.5735297
3	3.5983818
3	3.608382
3	3.6106687
4	3.5129352
4	3.505404
4	3.5215876
4	3.5126593
5	3.512795
5	3.512307
5	3.537352
5	3.5317187
5	3.5156784
5	3.5367224
5	3.5155292
6	3.5153813
6	3.5153432
6	3.5596728
6	3.5572298
6	3.562842
6	3.5516057
6	3.5298357
6	3.551378
7	3.5634098
7	3.5361938
7	3.5419137
7	3.5260713
8	3.5373461
8	3.6253562
8	3.530279
9	3.5348935
9	3.536126
9	3.5229855
1	3.5285907
1	3.5429692
1	3.5419068
1	3.5217633
1	3.5418506
1	3.517865
1	3.53544
1	3.5157816
1	3.533192
1	3.5330267
1	3.586448
1	3.5749593
1	3.5627618
1	3.561895
1	3.5612788
1	3.560324
1	3.57448
1	3.5192418
1	3.5729218
1	3.5806916
1	3.5223305
1	3.5606866
1	3.4868011
1	3.5618918
1	3.5618634
1	3.4888062
1	3.511622
1	3.4923306
1	3.4801273
1	3.5026484
1	3.5020242
1	3.4922996
1	3.51374
1	3.4922976
1	3.5753033
1	3.5348034
1	3.5742671
1	3.5726974
1	3.534086
1	3.4811664
1	3.48663
1	3.5409186
1	3.5516534
1	3.4834588
1	3.4840589
1	3.4855056
1	3.4840915
1	3.5648248
1	3.5781488
1	3.566074
1	3.5303822
1	3.555299
1	3.5553377
1	3.5552316
1	3.5553238
1	3.5869584
1	3.624105
1	3.582965
1	3.5811174
1	3.5831594
1	3.5824497
2	3.6001391
2	3.5284472
2	3.5342414
2	3.5980422
2	3.527554
2	3.5731418
2	3.5711684
2	3.518175
2	3.517443
2	3.5200293
2	3.5556679
2	3.5553684
2	3.550597
2	3.5410135
2	3.5093017
2	3.5532532
2	3.558845
2	3.5413046
2	3.4773417
2	3.4910595
2	3.4837382
2	3.4836264
2	3.4901493
2	3.4668941
2	3.4830112
2	3.478312
2	3.4671278
2	3.634265
2	3.577457
2	3.5249453
2	3.5240207
2	3.5260165
2	3.5252914
2	3.525178
2	3.548362
2	3.5778327
2	3.5195236
2	3.5199244
2	3.5292466
2	3.519655
2	3.533716
2	3.4886203
2	3.555852
2	3.5555193
2	3.4851637
2	3.5183563
2	3.5287485
2	3.5188622
2	3.5176098
2	3.518946
3	3.5725584
3	3.5709863
3	3.5774527
3	3.5305417
3	3.6174464
3	3.6196723
3	3.5403426
3	3.6136398
3	3.6137805
3	3.6135485
3	3.636249
3	3.518735
3	3.5287287
3	3.623737
3	3.6339226
3	3.6237907
3	3.5924761
3	3.539227
3	3.5401242
3	3.5775676
3	3.5561078
3	3.5312836
3	3.5558944
3	3.5308647
3	3.5885007
3	3.58158
3	3.5390654
3	3.587479
3	3.5882046
3	3.539412
3	3.5554261
3	3.554845
3	3.5542305
3	3.5556645
3	3.5293064
3	3.549151
3	3.564032
3	3.5967598
3	3.564074
3	3.5956678
3	3.5572095
3	3.5720274
4	3.5763083
4	3.6183927
4	3.4661522
4	3.4630075
4	3.5400581
4	3.473496
4	3.6077056
4	3.527594
4	3.5900114
4	3.6329503
4	3.607637
4	3.527417
4	3.5931592
4	3.5838895
4	3.587383
4	3.5582595
4	3.557612
4	3.5220113
4	3.4974077
4	3.556847
4	3.4795198
4	3.526051
